#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Subdivision/Condo Name,Heated Area,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP
3078,T3485548,SLD,32165 TURTLE GRACE LOOP,WESLEY CHAPEL,33545,MEADOW RDG PH A-1,,"1,673","$320,000 ",3,2,1,2023,Community,Townhouse,Fee Simple,"$1,821.52 ",88,88,89,FHA,3/13/2024,$197.19 ,$191.27 ,0.97
3079,T3479847,SLD,5693 ENGLISH OAK LN,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,673","$320,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,46,46,46,Conventional,4/5/2024,$191.86 ,$191.86 ,1
3080,O6153435,SLD,7700 IMAGINATION PL,WESLEY CHAPEL,33545,WATERGRASS TOWNS,,"1,566","$321,665 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,112,112,112,Cash,3/28/2024,$205.41 ,$205.41 ,1
3081,J967871,SLD,1387 COLT CREEK PL,WESLEY CHAPEL,33543,UNION PARK,,"1,673","$321,990 ",3,2,1,2023,Community,Townhouse,Fee Simple,$0.00 ,0,0,-129,"Conventional, VA",10/16/2023,$192.46 ,$192.46 ,1
3082,T3481809,SLD,30250 DOUBLE DR,WESLEY CHAPEL,33545,PINE RIDGE,,"1,303","$322,000 ",3,2,0,2001,None,Single Family Residence,Fee Simple,"$3,014.23 ",4,4,7,Conventional,11/21/2023,$245.59 ,$247.12 ,1.01
3083,T3481587,SLD,1527 COLT CREEK PL,WESLEY CHAPEL,33543,UNION PARK,,"1,673","$324,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,74,74,74,Conventional,3/5/2024,$194.26 ,$194.26 ,1
3084,T3484700,SLD,31990 BLUE PASSING LOOP,WESLEY CHAPEL,33545,EPPERSON NORTH TWNHMS PH 4,,"1,760","$325,000 ",3,2,1,2021,Community,Townhouse,Fee Simple,"$5,115.41 ",85,85,98,Conventional,3/8/2024,$181.82 ,$184.66 ,1.02
3085,U8216633,SLD,34298 JASPER STONE DR,WESLEY CHAPEL,33543,SUMMERSTONE,,"1,504","$325,000 ",3,2,0,2021,Community,Single Family Residence,Fee Simple,"$6,615.00 ",11,11,11,Cash,11/14/2023,$212.70 ,$216.09 ,1.02
3086,T3477476,SLD,26421 LIMESTONE SPRINGS WAY,WESLEY CHAPEL,33544,WOODSIDE TRACE,,"1,525","$325,000 ",3,2,1,2019,None,Townhouse,Fee Simple,"$3,397.34 ",50,50,51,Conventional,1/3/2024,$219.67 ,$213.11 ,0.97
3087,O6153437,SLD,32437 LIMITLESS PL,WESLEY CHAPEL,33545,WATERGRASS TOWNS,,"1,566","$325,665 ",3,2,1,2023,Community,Townhouse,Fee Simple,$0.00 ,69,69,69,Conventional,2/16/2024,$220.73 ,$207.96 ,0.94
3088,O6148041,SLD,32443 LIMITLESS PL,WESLEY CHAPEL,33545,WATERGRASS TOWNS,,"1,566","$325,665 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,76,76,76,Conventional,1/29/2024,$220.73 ,$207.96 ,0.94
3089,T3486452,SLD,3343 CHAPEL CREEK CIR,WESLEY CHAPEL,33544,SEVEN OAKS PRCL S-8A,,"1,525","$329,000 ",2,2,0,2005,Community,Villa,Fee Simple,"$4,752.83 ",53,53,53,Conventional,3/8/2024,$219.61 ,$215.74 ,0.98
3090,O6156272,SLD,5244 BLUE ROAN WAY,WESLEY CHAPEL,33544,SADDLE CREEK MANOR,,"1,513","$329,000 ",3,2,1,2005,None,Single Family Residence,Fee Simple,"$3,418.11 ",76,76,76,Conventional,4/18/2024,$217.45 ,$217.45 ,1
3091,T3491442,SLD,4305 OLD WAVERLY CT,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT A PH 02,,"1,266","$329,990 ",3,2,0,2008,Community,Single Family Residence,Fee Simple,"$5,826.00 ",137,137,141,Conventional,6/13/2024,$260.66 ,$260.66 ,1
3092,T3487879,SLD,5410 TREIG LN,WESLEY CHAPEL,33545,ABERDEEN PH 02,,"2,200","$330,000 ",4,2,1,2003,None,Single Family Residence,Fee Simple,"$4,151.00 ",157,42,133,Conventional,5/29/2024,$147.73 ,$150 ,1.02
3093,T3483929,SLD,1110 WRIGHTSWYNDE CT,WESLEY CHAPEL,33543,MEADOW POINTE 3,,"1,713","$332,000 ",3,2,0,2006,Community,Villa,Fee Simple,"$5,470.85 ",96,96,98,Cash,2/22/2024,$198.42 ,$193.81 ,0.98
3094,T3481719,SLD,30840 WHITE BIRD AVE,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT A PH 02,,"1,282","$332,000 ",3,2,0,2006,None,Single Family Residence,Fee Simple,"$5,057.43 ",136,136,136,FHA,4/9/2024,$265.13 ,$258.97 ,0.98
3095,T3479942,SLD,30144 EMMETTS CT,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 12,,"1,834","$332,000 ",3,2,0,2001,Community,Villa,Fee Simple,"$3,077.13 ",2,2,17,Conventional,12/15/2023,$184.84 ,$181.03 ,0.98
3096,T3490818,SLD,2424 PARAVANE WAY,WESLEY CHAPEL,33543,THE TOWNHOMES AT RIVER LANDING,,"1,553","$332,315 ",3,2,1,2023,Community,Townhouse,Fee Simple,"$4,000.00 ",0,0,0,Conventional,12/27/2023,$213.98 ,$213.98 ,1
3097,T3487506,SLD,5739 HOLLINGWORTH TRL,WESLEY CHAPEL,33545,AVALON PARK WEST-NORTH PH 1A 1B,,"1,516","$333,000 ",3,2,0,2022,None,Single Family Residence,Fee Simple,"$1,841.00 ",24,24,24,Cash,1/12/2024,$224.21 ,$219.66 ,0.98
3098,T3490983,SLD,31384 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$333,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,84,84,84,Conventional,4/30/2024,$213.41 ,$213.41 ,1
3099,J968415,SLD,5782 HOLLINGWORTH TRL,WESLEY CHAPEL,33545,AVALON PARK WEST NORTH PH 1A &,,"1,516","$335,000 ",3,2,0,2022,None,Single Family Residence,Fee Simple,"$1,852.10 ",0,0,-20,Cash,11/1/2023,$220.98 ,$220.98 ,1
3100,T3482854,SLD,31937 BLUE PASSING LOOP,WESLEY CHAPEL,33545,EPPERSON NORTH TWNHMS PH 4,,"1,807","$335,000 ",3,2,1,2022,Community,Townhouse,Fee Simple,"$4,931.00 ",143,143,152,Cash,4/24/2024,$188.16 ,$185.39 ,0.99
3101,T3490981,SLD,31378 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$335,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,88,88,88,Conventional,4/29/2024,$214.69 ,$214.69 ,1
3102,T3483917,SLD,33008 TULIP PETAL LN,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,758","$336,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,2,2,2,FHA,12/21/2023,$191.69 ,$191.69 ,1
3103,T3486090,SLD,2307 PARAVANE WAY,WESLEY CHAPEL,33543,THE TOWNHOMES AT RIVER LANDING,,"1,553","$337,000 ",3,2,1,2024,Community,Townhouse,Fee Simple,"$4,000.00 ",34,34,34,Conventional,8/13/2024,$225.15 ,$217 ,0.96
3104,J967848,SLD,32403 TURTLE GRACE LOOP,WESLEY CHAPEL,33545,MEADOW RIDGE,,"1,758","$337,990 ",3,2,1,2023,Community,Townhouse,Fee Simple,$0.00 ,0,0,-19,Cash,10/20/2023,$192.26 ,$192.26 ,1
3105,J967847,SLD,32415 TURTLE GRACE LOOP,WESLEY CHAPEL,33545,MEADOW RIDGE,,"1,758","$337,990 ",3,2,1,2023,Community,Townhouse,Fee Simple,$0.00 ,0,0,-45,Cash,10/20/2023,$192.26 ,$192.26 ,1
3106,T3488623,SLD,5509 BROOKLET WOODS DR,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"1,667","$339,779 ",3,2,1,2023,Community,Townhouse,Fee Simple,"$1,997.00 ",26,26,26,Conventional,2/27/2024,$203.83 ,$203.83 ,1
3107,T3491427,SLD,1504 RANCHETTE RD,WESLEY CHAPEL,33543,UNION PARK,,"1,758","$339,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,82,82,82,Conventional,4/16/2024,$193.40 ,$193.40 ,1
3108,T3481082,SLD,32239 LEXINGTON ST,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$339,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,76,76,76,Conventional,2/29/2024,$217.25 ,$217.25 ,1
3109,P4928186,SLD,30728 IVERSON DR,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 18 UNIT 01 & 03,,"1,505","$340,000 ",3,2,0,2000,Community,Single Family Residence,Fee Simple,"$3,173.00 ",35,35,35,Cash,1/12/2024,$248.84 ,$225.91 ,0.91
3110,T3476697,SLD,2370 PARAVANE WAY,WESLEY CHAPEL,33543,THE TOWNHOMES AT RIVER LANDING,,"1,553","$341,560 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,12,12,12,Conventional,3/27/2024,$226.37 ,$219.94 ,0.97
3111,T3490832,SLD,31607 SPOONFLOWER CIR,WESLEY CHAPEL,33545,WATERGRASS PRCL A,,"1,519","$342,000 ",3,2,1,2006,None,Single Family Residence,Fee Simple,"$4,888.80 ",43,43,43,FHA,3/11/2024,$225.15 ,$225.15 ,1
3112,T3479070,SLD,28547 TANGLEWOOD DR,WESLEY CHAPEL,33543,TANGLEWOOD VILLAGE,,"1,826","$342,000 ",3,2,0,1982,Community,Single Family Residence,Fee Simple,"$1,924.97 ",0,0,0,Conventional,11/22/2023,$185.10 ,$187.29 ,1.01
3113,T3483935,SLD,32913 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,758","$342,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,17,17,17,FHA,3/29/2024,$195.10 ,$195.10 ,1
3114,T3489927,SLD,31229 MASENA DR,WESLEY CHAPEL,33545,BRIDGEWATER PH 01 & 02,,"1,726","$343,000 ",3,2,0,2004,None,Single Family Residence,Fee Simple,"$2,861.69 ",70,70,70,Cash,3/1/2024,$208.52 ,$198.73 ,0.95
3115,T3477831,SLD,6145 GENTLE BEN CIR,WESLEY CHAPEL,33544,FAIRWAYS QUAIL HOLLOW PH 01,,"1,526","$345,000 ",3,2,0,1998,None,Single Family Residence,Fee Simple,"$3,885.00 ",7,7,7,Cash,11/15/2023,$235.85 ,$226.08 ,0.96
3116,T3479829,SLD,32943 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,758","$345,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,65,65,65,Conventional,4/29/2024,$196.81 ,$196.81 ,1
3117,O6148039,SLD,7708 IMAGINATION PL,WESLEY CHAPEL,33545,WATERGRASS TOWNS,,"1,808","$346,675 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,13,13,13,Conventional,2/23/2024,$202.81 ,$191.75 ,0.95
3118,J969424,SLD,32399 TURTLE GRACE LOOP,WESLEY CHAPEL,33545,MEADOW RIDGE,,"1,758","$347,700 ",3,2,1,2023,Community,Townhouse,Fee Simple,$0.00 ,0,0,-2,Cash,11/30/2023,$197.78 ,$197.78 ,1
3119,T3491269,SLD,5636 CASTLE CARY ROW,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,504","$347,990 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,26,26,26,FHA,3/15/2024,$231.38 ,$231.38 ,1
3120,T3491259,SLD,5699 CHORLEYWOOD LN,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,504","$347,990 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,40,40,40,Conventional,3/7/2024,$231.38 ,$231.38 ,1
3121,T3491252,SLD,5652 CASTLE CARY ROW,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,504","$347,990 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,22,22,22,FHA,2/26/2024,$231.38 ,$231.38 ,1
3122,T3491435,SLD,32980 PEZ LANDING LN,WESLEY CHAPEL,33543,UNION PARK,,"1,758","$348,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,25,25,25,FHA,4/26/2024,$198.52 ,$198.52 ,1
3123,T3487804,SLD,5207 NEW SAVANNAH CIR,WESLEY CHAPEL,33545,NEW RIVER LAKES PH C02,,"1,710","$349,900 ",3,2,0,2002,Community,Single Family Residence,Fee Simple,"$4,368.00 ",22,22,22,VA,1/24/2024,$204.62 ,$204.62 ,1
3124,T3483718,SLD,7692 STONEBROOK CIR,WESLEY CHAPEL,33545,WATERGRASS PRCL F-2,,"1,587","$349,900 ",3,2,0,2020,Community,Villa,Fee Simple,"$4,119.00 ",122,122,128,VA,4/29/2024,$220.48 ,$220.48 ,1
3125,T3481081,SLD,32247 LEXINGTON ST,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$349,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,36,36,36,VA,1/12/2024,$223.64 ,$223.64 ,1
3126,T3481079,SLD,32252 LEXINGTON ST,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$349,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,57,57,57,Cash,2/27/2024,$223.64 ,$223.64 ,1
3127,T3481078,SLD,32246 LEXINGTON ST,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$349,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,82,82,82,Conventional,3/27/2024,$223.64 ,$223.64 ,1
3128,T3488351,SLD,26729 MIDDLEGROUND LOOP,WESLEY CHAPEL,33544,LEXINGTON OAKS PH 01,,"1,505","$350,000 ",3,2,0,2000,Community,Single Family Residence,Fee Simple,"$2,094.78 ",5,5,33,Conventional,1/17/2024,$232.56 ,$232.56 ,1
3129,T3482865,SLD,30607 MIDTOWN CT,WESLEY CHAPEL,33545,CHAPEL PINES PH 4,,"1,690","$350,000 ",3,2,0,2004,None,Single Family Residence,Fee Simple,"$2,378.88 ",9,9,9,Conventional,12/5/2023,$212.43 ,$207.10 ,0.97
3130,U8215909,SLD,26648 AFFIRMED DR,WESLEY CHAPEL,33544,LEXINGTON OAKS PH 1,,"1,505","$350,000 ",3,2,0,1999,Community,Single Family Residence,Fee Simple,"$5,367.00 ",13,13,13,FHA,12/29/2023,$225.91 ,$232.56 ,1.03
3131,T3491271,SLD,5675 CHORLEYWOOD LN,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,504","$350,490 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,6,6,6,VA,5/17/2024,$233.04 ,$233.04 ,1
3132,T3491888,SLD,31332 WRENCREST DR,WESLEY CHAPEL,33543,MEADOW POINTE 03 PH 01 UNIT 1A,,"1,399","$351,000 ",3,2,0,2003,Community,Single Family Residence,Fee Simple,"$5,157.26 ",12,12,12,Conventional,2/16/2024,$250.18 ,$250.89 ,1
3133,L4941295,SLD,1922 TWISTING LN,WESLEY CHAPEL,33543,TANGLEWOOD VILLAGE,,"1,472","$351,000 ",3,2,0,1992,None,Single Family Residence,Fee Simple,"$1,449.28 ",3,3,3,Conventional,1/16/2024,$237.77 ,$238.45 ,1
3134,J969766,SLD,1403 COLT CREEK PL,WESLEY CHAPEL,33543,UNION PK PHS 7F1 & 7F2,,,"$352,990 ",3,2,1,2023,None,Townhouse,Fee Simple,"$1,964.00 ",0,0,-174,Cash,11/27/2023,,,1
3135,T3481096,SLD,32260 LEXINGTON ST,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$352,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,4,4,4,Cash,2/28/2024,$225.55 ,$225.55 ,1
3136,T3481076,SLD,32255 LEXINGTON ST,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$352,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,57,57,57,Conventional,2/12/2024,$225.55 ,$225.55 ,1
3137,O6148040,SLD,7682 IMAGINATION PL,WESLEY CHAPEL,33545,WATERGRASS TOWNS,,"1,808","$353,545 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,13,13,13,Conventional,2/16/2024,$203.84 ,$195.54 ,0.96
3138,T3481077,SLD,32238 LEXINGTON ST,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$354,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,85,85,85,Cash,3/26/2024,$226.83 ,$226.83 ,1
3139,U8217515,SLD,26848 STILLBROOK DR,WESLEY CHAPEL,33544,SEVEN OAKS PRCL S-6B,,"1,722","$355,000 ",3,2,1,2005,None,Single Family Residence,Fee Simple,"$6,603.00 ",63,63,63,Conventional,1/12/2024,$217.71 ,$206.16 ,0.95
3140,T3486776,SLD,5373 ELMVIEW XING,WESLEY CHAPEL,33545,WESLEY RESERVE AT CHAPEL CROSSING,,"1,762","$355,340 ",3,2,1,2022,None,Townhouse,Fee Simple,"$5,061.44 ",4,4,4,FHA,1/29/2024,$198.26 ,$201.67 ,1.02
3141,T3491264,SLD,5629 CHORLEYWOOD LN,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,504","$355,490 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,48,48,55,Cash,4/22/2024,$236.36 ,$236.36 ,1
3142,T3490813,SLD,1228 CRIMSON CLOVER LN,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 08,,"1,790","$357,000 ",3,2,0,1998,Community,Single Family Residence,Fee Simple,"$5,897.00 ",12,12,13,Cash,1/13/2024,$217.32 ,$199.44 ,0.92
3143,T3489073,SLD,7443 STONEBROOK CIR,WESLEY CHAPEL,33545,WATERGRASS PRCL F-2,,"1,587","$357,000 ",3,2,0,2020,None,Villa,Fee Simple,"$4,000.55 ",39,39,39,Conventional,2/8/2024,$232.51 ,$224.95 ,0.97
3144,T3488750,SLD,2007 FOLKSTONE PL,WESLEY CHAPEL,33543,MEADOW POINTE 03 PH 01 UNIT 2A,,"1,514","$357,000 ",3,2,0,2003,Community,Single Family Residence,Fee Simple,"$6,351.00 ",1,1,1,Conventional,1/10/2024,$237.12 ,$235.80 ,0.99
3145,T3491436,SLD,32960 PEZ LANDING LN,WESLEY CHAPEL,33543,UNION PARK,,"1,758","$359,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,75,75,75,VA,4/30/2024,$207.62 ,$204.77 ,0.99
3146,T3485731,SLD,8313 CLAW GLADES LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"1,504","$359,990 ",3,2,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,56,56,56,Conventional,3/27/2024,$239.36 ,$239.36 ,1
3147,T3485728,SLD,8347 CLAW GLADES LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"1,504","$359,990 ",3,2,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,55,55,55,Conventional,2/27/2024,$239.36 ,$239.36 ,1
3148,T3485726,SLD,8335 CLAW GLADES LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"1,504","$359,990 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,57,57,57,Conventional,3/13/2024,$239.36 ,$239.36 ,1
3149,T3481075,SLD,32263 LEXINGTON ST,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$359,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,66,66,135,FHA,4/18/2024,$230.03 ,$230.03 ,1
3150,T3488419,SLD,29224 CROSSLAND DR,WESLEY CHAPEL,33543,MEADOW POINTE,,"1,311","$360,000 ",3,2,0,1995,Community,Single Family Residence,Fee Simple,"$2,055.79 ",45,45,48,Conventional,3/4/2024,$278.41 ,$274.60 ,0.99
3151,T3487833,SLD,1245 CRIMSON CLOVER LN,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 08,,"2,010","$360,000 ",4,2,0,1999,Private,Single Family Residence,Fee Simple,"$4,078.00 ",9,9,33,Cash,1/16/2024,$223.88 ,$179.10 ,0.8
3152,T3486800,SLD,4343 FOX RIDGE BLVD,WESLEY CHAPEL,33543,FOX RIDGE,,"2,351","$360,000 ",4,2,0,1998,Private,Manufactured Home - Post 1977,Fee Simple,$795.00 ,80,80,80,Cash,5/23/2024,$163.76 ,$153.13 ,0.94
3153,T3486394,SLD,31759 BLUE PASSING LOOP,WESLEY CHAPEL,33545,EPPERSON NORTH TWNHMS PH 4,,"1,807","$360,000 ",3,2,1,2023,Community,Townhouse,Fee Simple,"$1,717.76 ",27,27,31,Conventional,12/30/2023,$209.74 ,$199.23 ,0.95
3154,T3480636,SLD,9302 FORGE BREEZE LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"1,504","$364,990 ",3,2,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,10,10,10,Cash,12/2/2023,$242.68 ,$242.68 ,1
3155,T3488698,SLD,30119 RATTANA CT,WESLEY CHAPEL,33545,CHAPEL PINES,,"1,874","$365,000 ",4,2,0,2005,None,Single Family Residence,Fee Simple,"$2,477.00 ",67,67,79,VA,3/15/2024,$194.77 ,$194.77 ,1
3156,U8218037,SLD,30553 NORSEMAN PL,WESLEY CHAPEL,33545,PALM COVE PH 2,,"1,805","$365,000 ",4,2,0,2006,None,Single Family Residence,Fee Simple,"$3,880.60 ",40,40,40,Conventional,12/21/2023,$207.76 ,$202.22 ,0.97
3157,J967614,SLD,5956 TIMBERDALE AVE,WESLEY CHAPEL,33545,TIMBERDALE AT CHAPEL CROSSSING,,"1,431","$365,442 ",2,2,0,2023,None,Villa,Fee Simple,"$2,018.79 ",0,0,-96,Cash,10/6/2023,$255.38 ,$255.38 ,1
3158,J968045,SLD,5690 BANBURY RIDGE RUN,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,916","$368,990 ",3,2,1,2023,Community,Single Family Residence,Fee Simple,"$1,483.66 ",0,0,-164,VA,10/26/2023,$192.58 ,$192.58 ,1
3159,T3491109,SLD,7579 STARFLOWER WAY,WESLEY CHAPEL,33545,PASADENA POINT,,"1,615","$370,490 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,"$5,015.00 ",35,35,35,FHA,3/12/2024,$230.96 ,$229.41 ,0.99
3160,T3488662,SLD,5369 ELMVIEW XING,WESLEY CHAPEL,33545,WESLEY RESERVE AT CHAPEL CROSSING,,"1,818","$374,740 ",3,2,1,2022,None,Townhouse,Fee Simple,"$5,933.24 ",7,7,7,Conventional,2/19/2024,$211.63 ,$206.13 ,0.97
3161,T3491530,SLD,33716 ELM HILL BR,WESLEY CHAPEL,33545,WESTGATE,,"1,672","$374,990 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,40,40,40,VA,3/9/2024,$224.28 ,$224.28 ,1
3162,T3491497,SLD,5688 CASTLE CARY ROW,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,916","$374,990 ",3,2,1,2024,Community,Single Family Residence,Fee Simple,$0.00 ,47,47,47,FHA,4/16/2024,$195.72 ,$195.72 ,1
3163,T3491161,SLD,7608 STARFLOWER WAY,WESLEY CHAPEL,33545,PASADENA POINT,,"1,615","$374,995 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,"$5,117.00 ",46,46,46,FHA,4/19/2024,$232.20 ,$232.20 ,1
3164,T3487768,SLD,25120 LEXINGTON OAKS BLVD,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGES 23 & 24,,"1,956","$375,000 ",4,2,0,2004,Community,Single Family Residence,Fee Simple,"$5,992.00 ",10,10,10,Conventional,1/19/2024,$194.22 ,$191.72 ,0.99
3165,T3485046,SLD,30823 LUHMAN CT,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 18,,"1,956","$375,000 ",4,2,0,2001,"Private, Community",Single Family Residence,Fee Simple,"$1,793.00 ",47,47,48,Conventional,1/30/2024,$204.45 ,$191.72 ,0.94
3166,T3481688,SLD,30235 EMMETTS CT,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 12,,"1,834","$375,000 ",3,2,0,2002,Community,Villa,Fee Simple,"$2,936.00 ",18,18,25,Conventional,12/18/2023,$204.47 ,$204.47 ,1
3167,T3484803,SLD,32007 BROOKSTONE DR,WESLEY CHAPEL,33545,NEW RIVER LAKES PH A B1A C1,,"1,802","$376,000 ",3,2,0,2000,None,Single Family Residence,Fee Simple,"$3,349.74 ",4,4,4,Conventional,12/20/2023,$205.27 ,$208.66 ,1.02
3168,T3488204,SLD,33963 SOARING BAMBOO PATH,WESLEY CHAPEL,33543,SUMMERSTONE,,"1,672","$379,990 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,85,85,177,Private,7/9/2024,$227.27 ,$227.27 ,1
3169,O6160763,SLD,30722 PUMPKIN RIDGE DR,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT B PH 1,,"2,341","$380,000 ",3,2,1,2006,None,Single Family Residence,Fee Simple,"$6,461.00 ",81,81,102,Conventional,5/1/2024,$172.96 ,$162.32 ,0.94
3170,T3479865,SLD,31654 BUGLE LN,WESLEY CHAPEL,33543,FOX RIDGE,,"1,660","$380,000 ",3,2,0,1988,None,Single Family Residence,Fee Simple,"$1,587.24 ",162,162,162,FHA,4/30/2024,$228.92 ,$228.92 ,1
3171,T3486955,SLD,5367 ELMVIEW XING,WESLEY CHAPEL,33545,CHAPEL CROSSING,,"1,777","$381,980 ",3,2,1,2023,None,Townhouse,Fee Simple,"$1,956.00 ",0,0,0,FHA,11/16/2023,$214.96 ,$214.96 ,1
3172,T3485425,SLD,3842 LANGDRUM DR,WESLEY CHAPEL,33543,MEADOW POINTE 04,,"1,702","$382,500 ",3,2,0,2008,"Private, Community",Single Family Residence,Fee Simple,"$8,049.15 ",80,80,85,VA,2/22/2024,$232.08 ,$224.74 ,0.97
3173,T3486759,SLD,7573 STARFLOWER WAY,WESLEY CHAPEL,33545,PASADENA POINT,,"1,615","$382,990 ",3,2,0,2024,None,Single Family Residence,Fee Simple,"$5,000.00 ",10,10,10,Conventional,2/20/2024,$237.15 ,$237.15 ,1
3174,T3485792,SLD,31803 OYSTER TRELLIS LN,WESLEY CHAPEL,33545,EPPERSON RANCH,,"1,672","$384,990 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,99,99,107,VA,4/12/2024,$230.26 ,$230.26 ,1
3175,T3488268,SLD,32019 HEDGEROW DR,WESLEY CHAPEL,33543,FOX RIDGE,,"1,226","$385,000 ",3,2,0,1995,None,Single Family Residence,Fee Simple,"$3,791.52 ",9,9,10,Conventional,1/17/2024,$325.45 ,$314.03 ,0.96
3176,T3477747,SLD,8280 GREENWAY AVE,WESLEY CHAPEL,33544,PARK MEADOWS,,"1,549","$387,900 ",3,2,0,2023,None,Single Family Residence,Fee Simple,$366.04 ,46,12,12,Conventional,11/9/2023,$251.71 ,$250.42 ,0.99
3177,T3482813,SLD,3938 PACENTE LOOP,WESLEY CHAPEL,33543,ASHTON OAKS SUB PH 4,,"1,672","$388,000 ",3,2,0,2013,None,Single Family Residence,Fee Simple,"$2,893.00 ",12,12,12,FHA,12/15/2023,$233.25 ,$232.06 ,0.99
